6731_3#8,6731_3#17,6823_6#21,6731_3#20,6630_2#3,6736_5#15,6730_5#22,6714_7#5,6730_7#24,6753_3#15,6755_6#16,6710_7#7,6805_7#15,6731_3#2,6730_8#3,6805_7#3,6925_8#12,6736_4#23,6949_4#7,7038_6#20,7011_4#6,6871_1#12,6753_4#13,6823_2#15,6730_6#18,6631_5#11,6972_2#18,6938_5#18,7068_4#24
7038_6#20,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,21.9684063187361,22.106178764247,20.0035992801436,23.7428514297139,26.8256348730253,15.1649670065988,15.9060187962405,0,15.1545690861829,12.2069586082781,12.1269746050789,13.7976404719056,Inf,Inf,Inf,Inf,Inf
7011_4#6,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,20.6682663467307,20.8060387922412,18.7034593081382,22.4427114577081,25.5254949010195,13.8648270345932,14.605878824235,15.1545690861829,0,10.9068186362726,10.8268346330733,12.4975004998999,Inf,Inf,Inf,Inf,Inf
6871_1#12,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,17.7206558688262,17.8584283143367,15.755848830234,19.4951009798037,22.5778844231151,10.9172165566885,11.6582683463306,12.2069586082781,10.9068186362726,0,5.01699660067989,6.68766246750667,Inf,Inf,Inf,Inf,Inf
6753_4#13,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,17.6406718656269,17.7784443111375,15.6758648270346,19.4151169766044,22.4979004199159,10.8372325534893,11.5782843431314,12.1269746050789,10.8268346330733,5.01699660067989,0,6.6076784643071,Inf,Inf,Inf,Inf,Inf
6823_2#15,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,19.3113377324533,19.4491101779641,17.3465306938609,21.0857828434309,24.1685662867425,12.507898420316,13.248950209958,13.7976404719056,12.4975004998999,6.68766246750667,6.6076784643071,0,Inf,Inf,Inf,Inf,Inf
6730_6#18,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,5.52909418116379,13.2151569686062,14.9012197560487,10.9982003599279
6631_5#11,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,5.52909418116379,0,10.6438712257547,12.3299340131973,8.42691461707653
6972_2#18,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,13.2151569686062,10.6438712257547,0,1.69806038792246,6.60327934413112
6938_5#18,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,14.9012197560487,12.3299340131973,1.69806038792246,0,8.28934213157362
7068_4#24,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,10.9982003599279,8.42691461707653,6.60327934413112,8.28934213157362,0
